No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Category
6148,lund,74000,6,7200.0,$0.63,1,54,https://www.tripadvisor.in/Attractions-g189838-Activities-Lund_Skane_County.html,Unknown,Unknown,Unknown,Unknown
6149,lonar #maharashtra,74000,7,11988.0,$0.02,1,27,https://www.tripadvisor.in/Tourism-g2282866-Lonar_Buldhana_District_Maharashtra-Vacations.html,Unknown,Unknown,Unknown,Unknown
6150,oyo hotel,90500,8,2501.0,$0.24,22,52,https://www.tripadvisor.in/Hotels-g297692-zfb11779-West_Bengal-Hotels.html,Unknown,Unknown,Unknown,Hotel
6151,om beach,74000,6,11988.0,$0.13,2,41,https://www.tripadvisor.in/Attraction_Review-g651646-d1205354-Reviews-Om_Beach-Gokarna_Uttara_Kannada_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
6152,o y o hotel,74000,8,2501.0,$0.08,16,19,https://www.tripadvisor.in/Hotels-g304554-oa60-zfb11779-Mumbai_Maharashtra-Hotels.html,Unknown,Unknown,Unknown,Hotel
6153,national museum new delhi,74000,8,3470.0,$0.07,4,40,https://www.tripadvisor.in/Attraction_Review-g304551-d319682-Reviews-National_Museum-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6154,mysore zoo place,60500,9,4876.0,$0.20,1,25,https://www.tripadvisor.in/Attraction_Review-g304553-d500203-Reviews-Sri_Chamarajendra_Zoological_Gardens-Mysuru_Mysore_Mysore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
6155,picnic spot near me,74000,12,1110.0,$0.12,3,28,https://www.tripadvisor.in/Attractions-g1968325-Activities-Pimpri_Chinchwad_Pune_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6156,greater kailash i,60500,10,1894.0,$0,11,21,https://www.tripadvisor.in/Attractions-g304551-Activities-zfn20484509-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6157,gachibowli athletic stadium,74000,15,836.0,$0.12,6,28,https://www.tripadvisor.in/Attraction_Review-g297586-d5792074-Reviews-G_M_C_Balayogi_Athletic_Stadium-Hyderabad_Hyderabad_District_Telangana.html,Unknown,Unknown,Unknown,Unknown
6158,hotel orchid mumbai,74000,8,2501.0,$0.26,27,44,https://www.tripadvisor.in/Hotel_Review-g304554-d307105-Reviews-The_Orchid_Hotel_Mumbai_Vile_Parle-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Hotel
6159,hazira india,60500,11,1894.0,$0,3,37,https://www.tripadvisor.in/Tourism-g13322743-Hazira_Surat_District_Gujarat-Vacations.html,Unknown,Unknown,Unknown,Unknown
6160,havelock andaman,60500,6,7200.0,$0.12,1,35,https://www.tripadvisor.in/Tourism-g503691-Havelock_Island_Andaman_and_Nicobar_Islands-Vacations.html,Unknown,Unknown,Unknown,Bar
6161,gurudwara sheesh ganj,74000,7,7200.0,$0.12,3,30,https://www.tripadvisor.in/Attraction_Review-g304551-d4152180-Reviews-Gurudwara_Sis_Ganj_Sahib-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6162,jajpur district odisha,74000,13,836.0,$0,1,32,https://www.tripadvisor.in/Attractions-g12389133-Activities-Jajpur_District_Odisha.html,Unknown,Unknown,Unknown,Unknown
6163,jaipur sawai mansingh stadium,246000,15,836.0,$0.10,8,25,https://www.tripadvisor.in/Attraction_Review-g304555-d4400975-Reviews-Sawai_Mansingh_Stadium-Jaipur_Jaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
6164,idukki,60500,13,1110.0,$0,1,49,https://www.tripadvisor.in/Attractions-g297632-Activities-Idukki_Idukki_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
6165,delhi tourist sites,74000,3,11988.0,$0.11,14,35,https://www.tripadvisor.in/Attractions-g304551-Activities-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6166,delhi nizamuddin,90500,6,7200.0,$0.10,3,26,https://www.tripadvisor.in/Attraction_Review-g304551-d311617-Reviews-Hazrat_Nizamuddin_Aulia-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6167,daman beach,49500,7,22496.0,$0,1,32,https://www.tripadvisor.in/Attractions-g297599-Activities-c61-t52-Daman_and_Diu.html,Unknown,Unknown,Unknown,Unknown
6168,city palace jaipur india,74000,8,3470.0,$0.35,8,36,https://www.tripadvisor.in/Attraction_Review-g304555-d324468-Reviews-The_City_Palace-Jaipur_Jaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
6169,chennai iit campus,74000,19,414.0,$0.22,5,32,https://www.tripadvisor.in/ShowUserReviews-g304556-d5782186-r329279849-Indian_Institute_Of_Technology-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
6170,dwarka sector 9,74000,11,1894.0,$0.11,3,36,https://www.tripadvisor.in/AttractionsNear-g297615-d9575140-Dwarka_Sector_9-Gurugram_Gurgaon_Gurgaon_District_Haryana.html,Unknown,Unknown,Unknown,Unknown
6171,ayyappa temple,60500,13,2501.0,$0,5,38,https://www.tripadvisor.in/Attraction_Review-g304551-d12236178-Reviews-Ayyappa_Temple-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6172,ashok lalit hotel,74000,7,4876.0,$0.77,16,40,https://www.tripadvisor.in/Hotel_Review-g297628-d481860-Reviews-The_LaLiT_Ashok_Bangalore-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Hotel
6173,anna centenary library chennai,74000,7,7200.0,$0.15,6,31,https://www.tripadvisor.in/Attraction_Review-g304556-d2706094-Reviews-The_Anna_Centenary_Library-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
6174,anand rao circle bangalore,60500,15,673.0,$0.15,5,25,https://www.tripadvisor.in/ShowUserReviews-g297628-d1195843-r334754723-Sandhya_Residency-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
6175,best veg restaurants near me,74000,5,11988.0,$0.22,13,31,https://www.tripadvisor.in/Restaurants-g662320-zfz10665-Ranchi_Ranchi_District_Jharkhand.html,Unknown,Unknown,Unknown,Restaurant
6176,bastar chitrakoot waterfalls,74000,7,4876.0,$0.04,1,20,https://www.tripadvisor.in/Attractions-g1893705-Activities-c57-t95-Bastar_District_Chhattisgarh.html,Unknown,Unknown,Unknown,Unknown
6177,bangla sahib delhi,74000,11,1894.0,$0.03,1,43,https://www.tripadvisor.in/Attraction_Review-g304551-d3681196-Reviews-Gurudwara_Bangla_Sahib-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6178,bandra station mumbai,74000,11,1457.0,$0.06,1,37,https://www.tripadvisor.in/Attraction_Review-g304554-d8602113-Reviews-Bandra_Station_Western_Railway-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6179,bandhavgarh tiger reserve,74000,11,1894.0,$0.26,8,38,https://www.tripadvisor.in/Attraction_Review-g679039-d13321869-Reviews-Bandhavgarh_National_Park-Bandhavgarh_National_Park_Umaria_District_Madhya_Prade.html,Unknown,Unknown,Unknown,Unknown
6180,bali island indonesia,74000,6,11988.0,$0.26,2,29,https://www.tripadvisor.in/Attractions-g294226-Activities-c57-t20-Bali.html,Unknown,Unknown,Unknown,Unknown
6181,club near to me,74000,8,4876.0,$0.06,8,22,https://www.tripadvisor.in/Attractions-g297596-Activities-c20-t99-Chandigarh.html,Unknown,Unknown,Unknown,Unknown
6182,budapest,74000,10,3470.0,$0.33,1,54,https://www.tripadvisor.in/Tourism-g274887-Budapest_Central_Hungary-Vacations.html,Unknown,Unknown,Unknown,Unknown
6183,borra caves vizag,74000,5,11988.0,$0.10,1,22,https://www.tripadvisor.in/Attraction_Review-g297588-d1204479-Reviews-Borra_Caves-Visakhapatnam_Visakhapatnam_District_Andhra_Pradesh.html,Unknown,Unknown,Unknown,Unknown
6184,borra caves in vizag,74000,5,11988.0,$0.10,1,28,https://www.tripadvisor.in/Attraction_Review-g297588-d1204479-Reviews-Borra_Caves-Visakhapatnam_Visakhapatnam_District_Andhra_Pradesh.html,Unknown,Unknown,Unknown,Unknown
6185,bokaro,74000,17,673.0,$0,1,53,https://www.tripadvisor.in/Tourism-g2287427-Bokaro_Steel_City_Bokaro_District_Jharkhand-Vacations.html,Unknown,Unknown,Unknown,Unknown
6186,vaishno devi temple,90500,8,3470.0,$0.09,1,41,https://www.tripadvisor.in/Attraction_Review-g297620-d1220004-Reviews-Vaishno_Devi_Mandir-Jammu_City_Jammu_District_Jammu_Jammu_and_Kashmir.html,Unknown,Unknown,Unknown,Unknown
6187,usa san francisco,74000,12,2501.0,$0.55,1,72,https://www.tripadvisor.in/Attractions-g60713-Activities-San_Francisco_California.html,Unknown,Unknown,Unknown,Unknown
6188,united kingdom manchester,74000,9,4876.0,$0.67,1,74,https://www.tripadvisor.in/Tourism-g187069-Manchester_Greater_Manchester_England-Vacations.html,Unknown,Unknown,Unknown,Unknown
6189,wayanad resorts,110000,3,11988.0,$0.17,97,77,https://www.tripadvisor.in/Hotels-g3841232-zff8-Wayanad_District_Kerala-Hotels.html,Unknown,Unknown,Unknown,Hotel
6190,our lady of the immaculate conception church,9900,11,4876.0,$0.21,12,27,https://www.tripadvisor.in/Attraction_Review-g303877-d320654-Reviews-Church_Of_Our_Lady_Of_The_Immaculate_Conception-Panjim_North_Goa_District_Goa.html,Unknown,Unknown,Unknown,Unknown
6191,osho garden,60500,5,11988.0,$0,3,37,https://www.tripadvisor.in/Attraction_Review-g297654-d3553400-Reviews-Osho_Teerth_Park-Pune_Pune_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6192,odisha jeypore,74000,8,4876.0,$0.19,1,20,https://www.tripadvisor.in/Attractions-g1015905-Activities-Jeypore_Koraput_District_Odisha.html,Unknown,Unknown,Unknown,Unknown
6193,obera mall,74000,4,,$0.23,4,29,https://www.tripadvisor.in/Attraction_Review-g304554-d4492794-Reviews-Oberoi_Mall-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6194,nizamuddin in delhi,74000,4,11988.0,$0.03,5,36,https://www.tripadvisor.in/Attractions-g304551-Activities-zfn13087804-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6195,nizamuddin dargah in delhi,74000,7,7200.0,$0.04,3,26,https://www.tripadvisor.in/Attraction_Review-g304551-d311617-Reviews-Hazrat_Nizamuddin_Aulia-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6196,rajasthani hotel,60500,9,4876.0,$0.15,6,38,https://www.tripadvisor.in/Restaurant_Review-g304555-d10524879-Reviews-Rajasthani_Thali_Wala-Jaipur_Jaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Restaurant
6197,ra colony mumbai,74000,6,7200.0,$0.10,4,22,https://www.tripadvisor.in/Attraction_Review-g304554-d8520486-Reviews-Aarey_Colony-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6198,r city mall ghatkopar west,74000,8,1894.0,$1.11,1,22,https://www.tripadvisor.in/Attraction_Review-g304554-d6104813-Reviews-R_City_Mall-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6199,pushkar brahma temple,74000,9,4876.0,$0.14,4,37,https://www.tripadvisor.in/Attraction_Review-g319729-d2720740-Reviews-Brahma_Temple-Pushkar_Ajmer_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
6200,puri india,74000,6,7200.0,$0.10,1,40,https://www.tripadvisor.in/Tourism-g503703-Puri_Puri_District_Odisha-Vacations.html,Unknown,Unknown,Unknown,Unknown
6201,pune osho garden,74000,3,22496.0,$0.08,3,25,https://www.tripadvisor.in/Attraction_Review-g297654-d3553400-Reviews-Osho_Teerth_Park-Pune_Pune_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6202,places visit udaipur,74000,4,11988.0,$0.14,19,22,https://www.tripadvisor.in/Attractions-g297672-Activities-Udaipur_Udaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
6203,places to visit pune,74000,2,22496.0,$0.02,13,31,https://www.tripadvisor.in/Attractions-g297654-Activities-Pune_Pune_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6204,places to visit in calcutta,74000,2,22496.0,$0.12,20,30,https://www.tripadvisor.in/Attractions-g304558-Activities-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Unknown,Unknown,Unknown,Unknown
6205,places to go in pune,74000,4,22496.0,$0.10,14,27,https://www.tripadvisor.in/Attractions-g297654-Activities-Pune_Pune_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6206,shri laxmi narayan temple birla mandir,74000,8,4876.0,$0.08,3,33,https://www.tripadvisor.in/Attraction_Review-g304551-d324101-Reviews-Birla_Mandir_Temple_Lakshmi_Narayan-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6207,sankey tank,74000,7,11988.0,$0,4,42,https://www.tripadvisor.in/Attraction_Review-g297628-d4138665-Reviews-Sankey_Tank-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
6208,sangeetha veg restaurant in chennai,74000,7,7200.0,$0.10,2,24,https://www.tripadvisor.in/Restaurant_Review-g304556-d7375680-Reviews-Sangeetha_Veg_Restaurant-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Restaurant
6209,san francisco usa,90500,10,3470.0,$0.76,2,89,https://www.tripadvisor.in/Attractions-g60713-Activities-San_Francisco_California.html,Unknown,Unknown,Unknown,Unknown
6210,san francisco america,74000,12,1457.0,$0.60,2,68,https://www.tripadvisor.in/Tourism-g60713-San_Francisco_California-Vacations.html,Unknown,Unknown,Unknown,Unknown
6211,s s hyderabad biryani near me,74000,10,1894.0,$0.03,4,20,https://www.tripadvisor.in/Restaurant_Review-g304556-d7909209-Reviews-SS_Hyderabad_Biryani-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Restaurant
6212,s m street,74000,5,11988.0,$0.20,4,19,https://www.tripadvisor.in/Attraction_Review-g297635-d8726225-Reviews-S_M_Street-Kozhikode_Kozhikode_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
6213,rome rome,74000,18,414.0,$0.76,1,16,https://www.tripadvisor.in/Tourism-g187791-Rome_Lazio-Vacations.html,Unknown,Unknown,Unknown,Unknown
6214,regis mumbai,74000,10,2501.0,$0.57,10,47,https://www.tripadvisor.in/Hotel_Review-g304554-d2311683-Reviews-The_St_Regis_Mumbai-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Hotel
6215,sis ganj gurudwara in delhi,74000,6,7200.0,$0.07,5,35,https://www.tripadvisor.in/Attraction_Review-g304551-d4152180-Reviews-Gurudwara_Sis_Ganj_Sahib-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6216,horsley hills,60500,21,436.0,$0.03,1,36,https://www.tripadvisor.in/Tourism-g21282021-Horsley_Hills_Chittoor_District_Andhra_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
6217,hassan karnataka india,74000,9,4876.0,$0.31,1,34,https://www.tripadvisor.in/Attractions-g503696-Activities-Hassan_Hassan_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
6218,indian national museum,74000,12,1457.0,$0.11,3,50,https://www.tripadvisor.in/Attraction_Review-g304551-d319682-Reviews-National_Museum-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6219,hub mall,60500,6,2501.0,$0.01,5,38,https://www.tripadvisor.in/Attraction_Review-g304554-d6104823-Reviews-The_Hub_Mall-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6220,hsr layout bda complex bangalore,74000,6,7200.0,$0.21,7,18,https://www.tripadvisor.in/Attraction_Review-g297628-d6041030-Reviews-BDA_Complex-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
6221,hotels in oyo,74000,7,2501.0,$0.09,16,22,https://www.tripadvisor.in/Hotels-g297628-zfb11779-Bengaluru_Bangalore_District_Karnataka-Hotels.html,Unknown,Unknown,Unknown,Hotel
6222,laser and light,74000,6,4876.0,$0.01,96,20,https://www.tripadvisor.in/Attraction_Review-g304554-d28295740-Reviews-Laser_Light-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6223,karnataka mysore zoo,60500,10,4876.0,$0.20,1,24,https://www.tripadvisor.in/Attraction_Review-g304553-d500203-Reviews-Sri_Chamarajendra_Zoological_Gardens-Mysuru_Mysore_Mysore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
6224,kanha tiger,74000,33,155.0,$0.13,9,35,https://www.tripadvisor.in/Attraction_Review-g1584866-d324921-Reviews-Kanha_National_Park-Mandla_Mandla_District_Madhya_Pradesh.html,Unknown,Unknown,Unknown,Unknown
6225,kailash mountain,74000,12,1894.0,$0.16,1,40,https://www.tripadvisor.in/Attraction_Review-g294222-d28030787-Reviews-Mount_Kailash-Tibet.html,Unknown,Unknown,Unknown,Unknown
6226,city palace jaipur,74000,10,2501.0,$0.34,7,38,https://www.tripadvisor.in/ShowUserReviews-g304555-d324468-r239445370-City_Palace_of_Jaipur-Jaipur_Jaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
6227,city of imphal,74000,31,155.0,$0.03,1,32,https://www.tripadvisor.in/Attractions-g668045-Activities-Imphal_Imphal_West_District_Manipur.html,Unknown,Unknown,Unknown,Unknown
6228,city centre salt lake,74000,7,2501.0,$0,11,31,https://www.tripadvisor.in/Attraction_Review-g304558-d5782276-Reviews-City_Centre_Mall-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Unknown,Unknown,Unknown,Unknown
6229,chitrakoot waterfall,74000,10,3470.0,$0,1,40,https://www.tripadvisor.in/Attraction_Review-g2717680-d3652115-Reviews-Chitrakote_Falls-Kanger_Valley_National_Park_Bastar_District_Chhattisgarh.html,Unknown,Unknown,Unknown,Unknown
6230,chhattisgarh chitrakoot waterfall,74000,11,2501.0,$0.04,1,39,https://www.tripadvisor.in/Attraction_Review-g2717680-d3652115-Reviews-Chitrakote_Falls-Kanger_Valley_National_Park_Bastar_District_Chhattisgarh.html,Unknown,Unknown,Unknown,Unknown
6231,chhatrapati shivaji maharaj international airport t2,74000,26,177.0,$0.02,3,29,https://www.tripadvisor.in/Attraction_Review-g304554-d25409148-Reviews-Chhatrapati_Shivaji_Airport_Terminal-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6232,auroville beach,60500,6,11988.0,$0.13,5,38,https://www.tripadvisor.in/Attraction_Review-g659792-d6131906-Reviews-Auro_Beach-Pondicherry_Union_Territory_of_Pondicherry.html,Unknown,Unknown,Unknown,Unknown
6233,attractions of kolkata,74000,2,22496.0,$0.12,20,22,https://www.tripadvisor.in/Attractions-g304558-Activities-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Unknown,Unknown,Unknown,Unknown
6234,attractions in udaipur,74000,3,11988.0,$0.14,16,23,https://www.tripadvisor.in/Attractions-g297672-Activities-Udaipur_Udaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
6235,aloha on the ganges resort rishikesh,60500,9,2501.0,$0.15,62,21,https://www.tripadvisor.in/Hotel_Review-g10476793-d7250519-Reviews-Aloha_on_the_Ganges_by_Leisure_Hotels-Tapovan_Tehri_Garhwal_District_Uttarakhand.html,Unknown,Unknown,Unknown,Hotel
6236,ajanta and ellora caves,74000,24,318.0,$0.24,1,28,https://www.tripadvisor.in/Attraction_Review-g681052-d2535805-Reviews-Ajanta_Caves-Ajanta_Aurangabad_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6237,adi yogi statue,74000,12,4876.0,$0.05,7,31,https://www.tripadvisor.in/Attraction_Review-g297675-d12281614-Reviews-Adiyogi_Shiva_bust-Coimbatore_Coimbatore_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
6238,botanical,60500,64,155.0,$0.53,1,49,https://www.tripadvisor.in/Attraction_Review-g297586-d1226097-Reviews-Hyderabad_Botanical_Gardens-Hyderabad_Hyderabad_District_Telangana.html,Unknown,Unknown,Unknown,Unknown
6239,borra caves india,74000,5,11988.0,$0.10,1,23,https://www.tripadvisor.in/Attraction_Review-g297588-d1204479-Reviews-Borra_Caves-Visakhapatnam_Visakhapatnam_District_Andhra_Pradesh.html,Unknown,Unknown,Unknown,Unknown
6240,blr brewing co whitefield,74000,11,1894.0,$0.26,6,29,https://www.tripadvisor.in/Restaurant_Review-g297628-d27162146-Reviews-BLR_Brewing_Co_Whitefield-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Restaurant
6241,big bazaar,74000,18,555.0,$0.15,3,41,https://www.tripadvisor.in/Attraction_Review-g737166-d6950480-Reviews-Big_Bazaar-Kolhapur_Kolhapur_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6242,best room near me,74000,13,1110.0,$0.20,37,47,https://www.tripadvisor.in/HotelsList-Pimpri_Chinchwad-Budget-Hotels-zfp11556604.html,Unknown,Unknown,Unknown,Hotel
6243,bangalore lalit hotel,74000,3,11988.0,$0.51,15,33,https://www.tripadvisor.in/Hotel_Review-g297628-d481860-Reviews-The_LaLiT_Ashok_Bangalore-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Hotel
6244,bangalore city jn railway station,74000,9,4876.0,$0.02,2,40,https://www.tripadvisor.in/Attraction_Review-g297628-d12643537-Reviews-Bengaluru_City_Railway_Station-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
6245,bali and indonesia,74000,17,436.0,$0.26,3,85,https://www.tripadvisor.in/Attractions-g294226-Activities-Bali.html,Unknown,Unknown,Unknown,Unknown
6246,baga beach goa,60500,4,22496.0,$0.26,6,33,https://www.tripadvisor.in/Attraction_Review-g635747-d2697362-Reviews-Baga_Beach-Baga_North_Goa_District_Goa.html,Unknown,Unknown,Unknown,Unknown
6247,cbe railway station,60500,47,155.0,$0.05,4,22,https://www.tripadvisor.in/ShowTopic-g297675-i7547-k15347512-Area_near_to_coimbatore_railway_station_junction-Coimbatore_Coimbatore_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
6248,canteen,60500,64,155.0,$0,1,50,https://www.tripadvisor.in/Restaurant_Review-g297661-d8655512-Reviews-The_Canteen-Bhubaneswar_Khurda_District_Odisha.html,Unknown,Unknown,Unknown,Restaurant
6249,cafes to visit in kolkata,90500,7,4876.0,$0.11,8,25,https://www.tripadvisor.in/Restaurants-g304558-c8-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Unknown,Unknown,Unknown,Restaurant
